Tweets,Classification path,Level 1 label,Level 1 probability
https://t.co/FJyYOPYGaE https://t.co/tuJuCbTtCw,/neutral/,neutral,0.833
2017-12-02 03:30:06 RT @RivalsFriedman: Eyeball test tells me #PennState is better than #OhioState and #Miami,/positive/,positive,0.47
"2017-12-02 03:25:01 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 03:20:48 RT @ChadSimmons_: He was just offered by #Oklahoma today. #Alabama, #Clemson, #Georgia, #OhioState, #Gamecocks and many others have offered…",/neutral/,neutral,0.605
"2017-12-02 03:18:22 RT @ChadSimmons_: He was just offered by #Oklahoma today. #Alabama, #Clemson, #Georgia, #OhioState, #Gamecocks and many others have offered…",/neutral/,neutral,0.605
2017-12-02 03:17:49 #today we publicly #announced #columbus #ohio as the 5th #realestate #market of the .@Celeb_Advisors #family !… https://t.co/RJMAeOc72P,/neutral/,neutral,0.603
2017-12-02 03:17:02 #today we publicly #announced #columbus #ohio as the 5th #realestate #market of the .@Celeb_Advisors #family !… https://t.co/YDh9salfkC,/neutral/,neutral,0.603
"2017-12-02 03:16:28 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 03:16:25 Why is jt Barrett a soccer quarterback😂,/neutral/,neutral,0.633
#buckeyes #OhioState https://t.co/2AgYXZG3tE,/neutral/,neutral,0.526
2017-12-02 03:16:09 RT @TexasHoopsTV: #OhioState #Buckeyes Commit 2018 Jae Ledee (@jae_ledee) Goes For 40 in @MISDTourneys Opening Round for Houston Kinkaid! #…,/neutral/,neutral,0.673
2017-12-02 03:15:40 @FiftyAndFour @johnrobbins29 @JRAMTHAGOAT24 @bigten @BadgerFootball #Ohiostate fan best friend https://t.co/0YVI7wEZwt,/neutral/,neutral,0.507
2017-12-02 03:14:02 RT @TexasHoopsTV: #OhioState #Buckeyes Commit 2018 Jae Ledee (@jae_ledee) Goes For 40 in @MISDTourneys Opening Round for Houston Kinkaid! #…,/neutral/,neutral,0.673
2017-12-02 03:09:55 What happened to #PennState &amp; I guess injury will cost #Auburn &amp; #OhioState or their best should be mentioned https://t.co/tS5VPK9V2X,/neutral/,neutral,0.488
2017-12-02 03:07:16 RT @SportsGuyTweets: Top 10 Winning % Over The Last 15 Years In College Football:,/neutral/,neutral,0.569
1. #BoiseState - 84.1%,/neutral/,neutral,0.54
2. #OhioState - 83.5%,/neutral/,neutral,0.54
3. #Oklahom…,/neutral/,neutral,0.472
"2017-12-02 03:06:34 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.581
"2017-12-02 02:59:09 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 02:52:35 RT @TexasHoopsTV: #OhioState #Buckeyes Commit 2018 Jae Ledee (@jae_ledee) Goes For 40 in @MISDTourneys Opening Round for Houston Kinkaid! #…,/neutral/,neutral,0.593
2017-12-02 02:47:03 RT @TexasHoopsTV: #OhioState #Buckeyes Commit 2018 Jae Ledee (@jae_ledee) Goes For 40 in @MISDTourneys Opening Round for Houston Kinkaid! #…,/neutral/,neutral,0.673
2017-12-02 02:47:00 RT @TexasHoopsTV: #OhioState #Buckeyes Commit 2018 Jae Ledee (@jae_ledee) Goes For 40 in @MISDTourneys Opening Round for Houston Kinkaid! #…,/neutral/,neutral,0.673
"2017-12-02 02:45:39 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.581
2017-12-02 02:45:26 RT @CraftHappenz: Infant to adult sizes! https://t.co/KT37T7oLbH #OhioState #football #children #baby #toddlers #hats #photoprops #Ohio htt…,/neutral/,neutral,0.636
"2017-12-02 02:44:26 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 02:44:08 RT @TexasHoopsTV: #OhioState #Buckeyes Commit 2018 Jae Ledee (@jae_ledee) Goes For 40 in @MISDTourneys Opening Round for Houston Kinkaid! #…,/neutral/,neutral,0.673
2017-12-02 02:42:32 #OSUvsMICH #GoBuckeyes #OH #IO #OhioState ,/neutral/,neutral,0.485
"((Kudos to the protesting students at Michigan, though.)) https://t.co/Nlyb7E0n0P",/neutral/,neutral,0.611
2017-12-02 02:38:15 RT @HamiltonESPN: Teams with most recruiting momentum headed into December:,/neutral/,neutral,0.629
1. #UGA ,/neutral/,neutral,0.455
2. #OhioState ,/neutral/,neutral,0.472
3. #Sooners,/neutral/,neutral,0.48
4. #Clemson,/neutral/,neutral,0.5
5. #Canes ,/neutral/,neutral,0.477
On…,/neutral/,neutral,0.533
"2017-12-02 02:34:47 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.574
"2017-12-02 02:32:52 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.574
2017-12-02 02:32:47 RT @RivalsFriedman: Eyeball test tells me #PennState is better than #OhioState and #Miami,/positive/,positive,0.47
"2017-12-02 02:30:32 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.565
"2017-12-02 02:27:49 RT @KeithBritton86: #OhioState HC Urban Meyer said J.T. Barrett had a ""procedure"" done...on whether uncertainty of missing game b/c of inju…",/neutral/,neutral,0.638
2017-12-02 02:27:34 RT @TexasHoopsTV: #OhioState #Buckeyes Commit 2018 Jae Ledee (@jae_ledee) Goes For 40 in @MISDTourneys Opening Round for Houston Kinkaid! #…,/neutral/,neutral,0.593
2017-12-02 02:26:22 #OhioState #Buckeyes Commit 2018 Jae Ledee (@jae_ledee) Goes For 40 in @MISDTourneys Opening Round for Houston Kink… https://t.co/za2jzw1VS4,/neutral/,neutral,0.687
"2017-12-02 02:25:01 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 02:20:56 Chicago was nice 3 day visit, now back to the real world. Home sweet home. ",/neutral/,neutral,0.461
.,/neutral/,neutral,0.478
.,/neutral/,neutral,0.478
#rv #rvlife #rvliving #adventurer… https://t.co/1U11AJm6fz,/neutral/,neutral,0.394
2017-12-02 02:19:38 RT @HamiltonESPN: Teams with most recruiting momentum headed into December:,/neutral/,neutral,0.631
1. #UGA ,/neutral/,neutral,0.455
2. #OhioState ,/neutral/,neutral,0.472
3. #Sooners,/neutral/,neutral,0.48
4. #Clemson,/neutral/,neutral,0.5
5. #Canes ,/neutral/,neutral,0.477
On…,/neutral/,neutral,0.533
"2017-12-02 02:16:19 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 02:15:36 RT @KeithBritton86: #OhioState Urban Meyer says J.T. Barrett is cleared to play,/neutral/,neutral,0.583
2017-12-02 02:12:33 RT @Bill_Kurelic: #Buckeyes may soon get some recruiting insurance; latest on possible #OhioState QB commitment; and more https://t.co/PPvw…,/neutral/,neutral,0.588
2017-12-02 02:12:12 RT @DispatchAlerts: Reporters @TIM_MAYsports and @brdispatch report in from Indianapolis in the latest @BuckeyeXtra podcast. #OhioState htt…,/neutral/,neutral,0.696
2017-12-02 02:12:07 #Buckeyes may soon get some recruiting insurance; latest on possible #OhioState QB commitment; and more https://t.co/PPvwwNw1vK,/neutral/,neutral,0.637
2017-12-02 02:09:11 RT @SportsGuyTweets: Top 10 Winning % Over The Last 15 Years In College Football:,/neutral/,neutral,0.569
1. #BoiseState - 84.1%,/neutral/,neutral,0.54
2. #OhioState - 83.5%,/neutral/,neutral,0.54
3. #Oklahom…,/neutral/,neutral,0.472
"2017-12-02 02:06:13 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 02:06:06 RT @OhioStateClock: 2,196 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 02:04:05 RT @ChadSimmons_: He was just offered by #Oklahoma today. #Alabama, #Clemson, #Georgia, #OhioState, #Gamecocks and many others have offered…",/neutral/,neutral,0.605
"2017-12-02 02:03:21 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 02:01:53 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 02:00:32 TIM TEBOW DOESN'T THINK BIG TEN CHAMP SHOULD MAKE COLLEGE FOOTBALL PLAYOFF,/neutral/,neutral,0.578
#CollegeFootball… https://t.co/TYhVtsDVAG,/neutral/,neutral,0.708
"2017-12-02 01:55:51 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 01:50:11 OHIO STATE QB BARRETT GAME-TIME DECISION VS BADGERS,/neutral/,neutral,0.678
#CollegeFootball #NCAA #B1G #BigTen #B1GFootball… https://t.co/uiIVpBPRWt,/neutral/,neutral,0.435
2017-12-02 01:50:00 Game Preview: #OhioState vs. Wisconsin in Big Ten Title Game https://t.co/gJeW2h2wor #10TV https://t.co/qEQ6tmbgGl,/neutral/,neutral,0.77
"2017-12-02 01:48:57 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 01:48:45 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 01:47:18 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 01:46:44 RT @PhilHands: #Bucky roast the #Buckeyes to get in the holiday spirit @buckybadger #Wisconsin #wisfb #OhioState @BadgerFootball https://t.…,/neutral/,neutral,0.676
2017-12-02 01:45:41 RT @MikeishaDache: If you’re graduating Autumn semester and not using all of your tickets PLEASEEEE let me have them! #OhioState,/neutral/,neutral,0.576
2017-12-02 01:45:08 RT @SloopCast: #OhioState cheer guide.,/neutral/,neutral,0.7
Cheer for these teams to maximize #OhioState’s chances to make the playoff. #GoBucks ,/positive/,positive,0.487
🌲Stanford,/neutral/,neutral,0.476
🐅M…,/neutral/,neutral,0.478
2017-12-02 01:39:26 BUCKEYES vs Badgers Big Ten Championship! #JTBarrett #QB #GoBucks #OSU #OhioState #UrbanMeyer… https://t.co/H3j91JPitn,/neutral/,neutral,0.502
"2017-12-02 01:37:55 After two periods, 🍻 &gt; 🌰🥅 ",/neutral/,neutral,0.585
#ncaa #collegehockey #bigten #ohiostate #buckeyes #sports… https://t.co/HwD3MzIkDz,/neutral/,neutral,0.447
"2017-12-02 01:36:08 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.574
"2017-12-02 01:34:44 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.574
"2017-12-02 01:32:31 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.481
2017-12-02 01:29:52 How come nobody is talking about #USC for the playoff? They have only two losses—same as #OhioState—and THEY didn’t get clobbered by Iowa.,/neutral/,neutral,0.597
"2017-12-02 01:26:04 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 01:25:42 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 01:24:42 Does #OhioState see Stanford’s execution of the all white kits?,/neutral/,neutral,0.703
"2017-12-02 01:22:48 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 01:18:29 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 01:18:02 Dear #Buckeye Nation-,/neutral/,neutral,0.664
"As a lifelong #OhioState fan, I offer the follow-",/positive/,positive,0.516
1. The JT injury may be a blessing;,/positive/,positive,0.361
2. I pr… https://t.co/i2fp6935sp,/neutral/,neutral,0.741
"2017-12-02 01:17:07 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 01:13:24 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 01:11:03 RT @SloopCast: #OhioState cheer guide.,/neutral/,neutral,0.7
Cheer for these teams to maximize #OhioState’s chances to make the playoff. #GoBucks ,/positive/,positive,0.487
🌲Stanford,/neutral/,neutral,0.476
🐅M…,/neutral/,neutral,0.478
"2017-12-02 01:07:31 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.581
"2017-12-02 01:05:40 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 01:05:38 Playoff #Chaos ,/neutral/,neutral,0.583
#USC (11)wins #Stanford (14),/positive/,positive,0.527
#TCU (10)over #Oklahoma (2),/neutral/,neutral,0.509
#UCF (12) over #memphis (16),/neutral/,neutral,0.51
#OhioState (8… https://t.co/X3Me6BAPDW,/neutral/,neutral,0.841
2017-12-02 01:04:38 RT @SloopCast: #OhioState cheer guide.,/neutral/,neutral,0.613
Cheer for these teams to maximize #OhioState’s chances to make the playoff. #GoBucks ,/positive/,positive,0.487
🌲Stanford,/neutral/,neutral,0.476
🐅M…,/neutral/,neutral,0.478
"2017-12-02 01:03:46 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 01:03:21 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 01:02:04 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 01:00:14 #OhioState commit Brian Snead may go for 175 tonight for @Armwood_Hawks. OL + Running behind his pads = a big playoff game tonight,/neutral/,neutral,0.613
"2017-12-02 00:59:17 RT @ChadSimmons_: He was just offered by #Oklahoma today. #Alabama, #Clemson, #Georgia, #OhioState, #Gamecocks and many others have offered…",/neutral/,neutral,0.605
2017-12-02 00:57:37 RT @SportsGuyTweets: Top 10 Winning % Over The Last 15 Years In College Football:,/neutral/,neutral,0.471
1. #BoiseState - 84.1%,/neutral/,neutral,0.54
2. #OhioState - 83.5%,/neutral/,neutral,0.54
3. #Oklahom…,/neutral/,neutral,0.472
"2017-12-02 00:56:32 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.581
2017-12-02 00:55:07 RT @buckeyefansonly: MT “@BigTenNetwork It all comes down to this. ⤵️,/neutral/,neutral,0.658
#OhioState 🏈 vs Wisconsin 🏈,/neutral/,neutral,0.593
A top offense vs. a stout defense.”,/neutral/,neutral,0.539
#Buck…,/neutral/,neutral,0.433
2017-12-02 00:52:24 Come park with us tomorrow for the BIG 10 Championship! We will open up parking at 10:30am! We are at 135 W McCarty… https://t.co/3e6Z6hqTOu,/neutral/,neutral,0.642
"2017-12-02 00:44:55 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 00:44:28 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 00:44:13 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
"2017-12-02 00:42:11 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.66
2017-12-02 00:40:25 RT @SportsGuyTweets: Top 10 Winning % Over The Last 15 Years In College Football:,/neutral/,neutral,0.569
1. #BoiseState - 84.1%,/neutral/,neutral,0.54
2. #OhioState - 83.5%,/neutral/,neutral,0.54
3. #Oklahom…,/neutral/,neutral,0.472
"2017-12-02 00:39:31 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.582
"2017-12-02 00:38:56 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.67
"2017-12-02 00:38:26 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.67
2017-12-02 00:35:31 NEW ITEM! HANDMADE #OHIOSTATE #BUCKEYES INFINITY CORD CHARM #BRACELET JEWELRY #UnbrandedHandmade… https://t.co/FRBsbWLK6R,/neutral/,neutral,0.528
"2017-12-02 00:33:05 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.67
"2017-12-02 00:32:55 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.67
"2017-12-02 00:32:01 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.67
2017-12-02 00:31:54 Finished framing up my newest @EzekielElliott #OhioState autographed 11x14. Matted out to 14x18. So thrilled how th… https://t.co/5FKHRhP0iR,/neutral/,neutral,0.588
"2017-12-02 00:31:19 RT @OhioStateClock: 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.67
"2017-12-02 00:30:02 2,197 days since Michigan's last win over Ohio State in football. #OhioState",/neutral/,neutral,0.655
2017-12-02 00:20:58 My vote is for @JT_theQB4th #GoBucks #BuckeyeNation #OhioState #Buckeyes  #JTBarrett https://t.co/DY1uNd5pOW,/neutral/,neutral,0.613
2017-12-02 00:18:39 Sitting at dinner at the Red Ox in Appleton #Wisconsin listening to ppl talk about how bad #OhioState is Fucking Hi… https://t.co/uRbOL2kEn9,/neutral/,neutral,0.522
"2017-12-02 00:10:45 RT @ChadSimmons_: He was just offered by #Oklahoma today. #Alabama, #Clemson, #Georgia, #OhioState, #Gamecocks and many others have offered…",/neutral/,neutral,0.605
2017-12-02 00:08:08 @senrobportman Ohioans deserve to know what you're voting on. Will you vote to sellout middle class and poor Ohioan… https://t.co/iRKzAw1fQJ,/neutral/,neutral,0.575
2017-12-02 00:06:06 #CollegeGameDay Drunk Pics Championship Edition #Big10Championship ,/neutral/,neutral,0.691
I'll be hung over so it won't hurt as much… https://t.co/4qW1Jc802P,/negative/,negative,0.532
2017-12-02 00:00:29 Are you ready for the big game tomorrow? OHIO STATE vs. WISCONSIN #Big10Championship #OhioState #CollegeFootball https://t.co/5kolGthFjC,/neutral/,neutral,0.715
2017-12-02 00:00:08 #OhioState vs. #Wisconsin? ,/neutral/,neutral,0.687
We couldn't agree on the winner. But we sure did have some 🔥 takes. ,/negative/,negative,0.438
Watch:… https://t.co/Ee719Zd6Qh,/neutral/,neutral,0.795
2017-12-02 00:00:00 Reporters @TIM_MAYsports and @brdispatch report in from Indianapolis in the latest @BuckeyeXtra podcast. #OhioState https://t.co/jIxDI68Ark,/neutral/,neutral,0.701
"Daniel Gerhartz Studio, #Wisconsin (b. 1965)",/neutral/,neutral,0.603
- oil on canvas -,/neutral/,neutral,0.513
https://t.co/de0EZ1uIwE,/neutral/,neutral,0.913
Beauty in A…,/positive/,positive,0.9
"2017-12-02 04:22:23 RT @MotivatedVoter: What say you, #Wisconsin voters?",/neutral/,neutral,0.732
Do you sign your mortgage without 'really reading' them?,/neutral/,neutral,0.425
Do #WI business owners sign d…,/neutral/,neutral,0.607
2017-12-02 04:20:09 Next week come see the super hot feature entertainer @msnatashanova here live next week!,/neutral/,neutral,0.697
#wisconsin #milwaukee… https://t.co/jUBzwkUnfR,/neutral/,neutral,0.586
"2017-12-02 04:19:14 RT @HistoryofColor: 🎨 ""Forgotten beauty""",/neutral/,neutral,0.647
"Daniel Gerhartz Studio, #Wisconsin (b. 1965)",/neutral/,neutral,0.603
- oil on canvas -,/neutral/,neutral,0.513
https://t.co/de0EZ1uIwE,/neutral/,neutral,0.913
Beauty in A…,/positive/,positive,0.9
2017-12-02 04:19:04 #OSU's offense vs #Wisconsin's defense this weekend. Who will have the edge??? Who will win???? Kerry Coombs has his opinion.......,/neutral/,neutral,0.483
"2017-12-02 04:19:01 What say you, #Wisconsin voters?",/neutral/,neutral,0.706
Do you sign your mortgage without 'really reading' them?,/neutral/,neutral,0.425
Do #WI business owners si… https://t.co/XWkB6SDtfd,/neutral/,neutral,0.668
"2017-12-02 04:18:36 @SteveSchmidtSES @chrislhayes Seriously, they test drove that shit out here. The Democrats needed to study that, le… https://t.co/6ykTX5rDL0",/neutral/,neutral,0.493
2017-12-02 04:18:06 #Wisconsin give no fucks for victims of any kind. They're in the habit of making them 😡 https://t.co/nWvcHNPXf5,/negative/,negative,0.435
2017-12-02 04:18:04 RT @CarlSiegrist: WEC Energy Group to replace #Wisconsin #coal plant with 350MW of #solar https://t.co/m7yojJaUKw via @pv_tech,/neutral/,neutral,0.736
"2017-12-02 04:18:00 RT @HistoryofColor: 🎨 ""Forgotten beauty""",/neutral/,neutral,0.647
"Daniel Gerhartz Studio, #Wisconsin (b. 1965)",/neutral/,neutral,0.603
- oil on canvas -,/neutral/,neutral,0.513
https://t.co/de0EZ1uIwE,/neutral/,neutral,0.913
Beauty in A…,/positive/,positive,0.9
2017-12-02 04:17:01 Take a free 5 star Lyft ride with Lyft promo code Special Offer Code CLEO *** Vilas County #Wisconsin,/neutral/,neutral,0.645
2017-12-02 04:16:38 RT @ZadalisArt: Sold this #painting from #GreenBay before I left #Wisconsin. Headed home to #Colorado to get back in the studio. https://t.…,/neutral/,neutral,0.66
"2017-12-02 04:16:33 RT @HistoryofColor: 🎨 ""Forgotten beauty""",/neutral/,neutral,0.535
"Daniel Gerhartz Studio, #Wisconsin (b. 1965)",/neutral/,neutral,0.603
- oil on canvas -,/neutral/,neutral,0.513
https://t.co/de0EZ1uIwE,/neutral/,neutral,0.913
Beauty in A…,/positive/,positive,0.9
"2017-12-02 04:16:29 RT @HistoryofColor: 🎨 ""Forgotten beauty""",/neutral/,neutral,0.647
"Daniel Gerhartz Studio, #Wisconsin (b. 1965)",/neutral/,neutral,0.603
- oil on canvas -,/neutral/,neutral,0.513
https://t.co/de0EZ1uIwE,/neutral/,neutral,0.913
Beauty in A…,/positive/,positive,0.9
"2017-12-02 04:15:27 🎨 ""Forgotten beauty""",/neutral/,neutral,0.614
"Daniel Gerhartz Studio, #Wisconsin (b. 1965)",/neutral/,neutral,0.603
- oil on canvas -,/neutral/,neutral,0.513
https://t.co/de0EZ1uIwE,/neutral/,neutral,0.913
Beauty… https://t.co/sdhl1fpsmt,/positive/,positive,0.822
2017-12-02 04:13:53 #Wisconsin ...Drunk druving pig gets 5 days in jail with approval for Huber privileges and credit for any time... https://t.co/kqHQuIlgDF,/neutral/,neutral,0.712
2017-12-02 04:13:46 So I’m about to finish up the night of vibe setting for the @BadgerFootball. I’ll pick up in the morning after my m… https://t.co/bmC0obIYt3,/neutral/,neutral,0.698
2017-12-02 04:12:01 #MidwestSnapshots #MidwestAlmanac Hay in a #Wisconsin farm field. Is there anything prettier?… https://t.co/DIpK2xepDB,/neutral/,neutral,0.69
2017-12-02 04:08:17 Who is winning #OhioState v. #Wisconsin? #OSUvsWIS #WISvsOSU #Big10 #GoBucks #BeatWisconsin #OnWisconsin #Badgers… https://t.co/rR8d18MZpO,/neutral/,neutral,0.485
"2017-12-02 04:05:11 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
2017-12-02 04:04:30 @lolomusic reppin' #Wisconsin 😎 https://t.co/68ukxyAPWL,/neutral/,neutral,0.621
2017-12-02 04:03:27 RT @wisconnieyachty: Awesome magnet!,/neutral/,neutral,0.615
#wisconsin #cows #funny #humor #yachting #wisconnieyachty #wilife… https://t.co/GniXCB10QY,/positive/,positive,0.483
"2017-12-02 03:55:04 WBAY Construction complete on South Webster Avenue project WBAY GREEN BAY, Wis. (WBAY) - There's good news for driv… https://t.co/AEl0rikCrM",/neutral/,neutral,0.597
2017-12-02 03:51:45 Enjoying the sun and weather while it lasts! #nofilter #nature #hiking #lakemichigan #wisconsin… https://t.co/ZoUXzmCSHO,/neutral/,neutral,0.52
2017-12-02 03:50:20 Come on #Wisconsin - how do you vote for this.  Wisconsin is better than this. https://t.co/9Y61C2HLwS,/neutral/,neutral,0.571
"2017-12-02 03:49:46 #Wausau #Wisconsin Holiday parade images, a different perspective using long exposure #photography #lightpainting https://t.co/WZS3jv9DDw",/neutral/,neutral,0.734
"2017-12-02 03:49:32 How is this good for #Wisconsin, @SenRonJohnson ? https://t.co/WRfrQTmtpX",/positive/,positive,0.451
2017-12-02 03:47:03 Why doesn't this surprise me very much??,/negative/,negative,0.471
#Wisconsin issues 10 #hunting licenses to children under the age of 1… https://t.co/HNV2jbqMFw,/neutral/,neutral,0.723
2017-12-02 03:45:10 #Hiring RN Emergency Room/ WFH... in #Franklin #Wisconsin #WorkFromHome #Fulltime #Job #Jobs https://t.co/nvuegWbl1N,/neutral/,neutral,0.619
"2017-12-02 03:40:40 Here is a question for #Wisconsin Senator #RonJohnson, who that the Senate #TaxBill did not need to be read because… https://t.co/FnZFtfQWvX",/neutral/,neutral,0.552
2017-12-02 03:40:08 Always with my head in the clouds...☁️🤷🏻‍♀️ #nofilter #nature #hiking #lakemichigan #wisconsin… https://t.co/VNxTHwwJN5,/neutral/,neutral,0.622
"2017-12-02 03:38:43 RT @AJBorland: #Wisconsin's highlights from the 2014 #BigTenChampionship Game (Thank you, @TomOrr4, I still laugh every time!)",/positive/,positive,0.54
https://t.co…,/neutral/,neutral,0.913
2017-12-02 03:38:03 RT @BadgerBeat: Take a peek behind the scenes as the #Wisconsin #Badgers prepare for the Big Ten Championship game https://t.co/TLKbxuNpCV…,/neutral/,neutral,0.559
2017-12-02 03:35:43 Love those clouds!! ❤️ #nofilter #nature #hiking #lakemichigan #wisconsin https://t.co/ht8sCZBWvB https://t.co/sWnBSjDSCx,/positive/,positive,0.547
"2017-12-02 03:34:36 RT @AJBorland: #Wisconsin's highlights from the 2014 #BigTenChampionship Game (Thank you, @TomOrr4, I still laugh every time!)",/positive/,positive,0.628
https://t.co…,/neutral/,neutral,0.913
"2017-12-02 03:33:26 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.488
"2017-12-02 03:32:46 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.488
"2017-12-02 03:32:34 Madison, Wisconsin’s @fairtradeholidayfest spread out the red carpet for their vendors @bloombakeshop with a biscui… https://t.co/7bXsjLkdu7",/neutral/,neutral,0.468
"2017-12-02 03:31:33 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/positive/,positive,0.423
"2017-12-02 03:29:09 Hey @djchrisstyles, the mix tonight is 🔥 tonight, especially the “no letting go” riddim. Hard to get out of my car… https://t.co/iVzj40bpIN",/neutral/,neutral,0.551
"2017-12-02 03:29:02 RT @AJBorland: #Wisconsin's highlights from the 2014 #BigTenChampionship Game (Thank you, @TomOrr4, I still laugh every time!)",/neutral/,neutral,0.482
https://t.co…,/neutral/,neutral,0.913
